group,n,TH_mean,TH_std,TH_ci95_half,H_mean,H_std,H_ci95_half,TB_mean,TB_std,TB_ci95_half,B_mean,B_std,B_ci95_half,MMLU_mean,MMLU_std,MMLU_ci95_half,GSM8K_mean,GSM8K_std,GSM8K_ci95_half
random10,10,0.398,0.10641846122214363,0.06595884562024683,0.5122000000000001,0.08688024964154845,0.05384893662005882,0.08589999999999999,0.008061568636989262,0.004996612007706377,0.07039999999999999,0.005168279318217147,0.0032033327089836354,0.8190999999999999,0.003281259920619926,0.002033745969059723,,,
